.,292
),256
(,254
",",113
-,89
ja,54
/,42
VES,38
?,32
SVES,24
teadmata,22
dex,21
sin,19
siinusrütm,19
ekstrasüstoolia,19
a.,18
+,17
vasaku,15
afaasia,15
keskmise,15
kerge,15
jala,14
2,14
inf,14
varustusalal,13
;,13
aeg,13
Vasaku,13
raske,13
soone,12
Parema,12
alusel,12
puudulikkus,11
ajuarteri,11
vasak,11
paremal,11
3,10
jalg,10
anamneesis,10
amputeeritud,10
koronaarhaigus,9
vasakul,9
parema,9
ventrikulaarne,9
1,9
Muu,9
täpsustamata,9
mõõdukas,9
dilatatsioon,8
Ajuinfarkt,8
sensomotoorne,8
:,8
poplitea,8
et,8
>,8
enneaegne,8
depolarisatsioon,8
ventrikulaarsed,8
Anamneesis,8
Varasem,8
pulmonaalhüpertensioon,8
infarkt,7
vatsakese,7
cerebri,7
hemisfääris,7
kodade,7
v,7
Aterosklerootiline,7
4,7
kardioversiooniga,7
müokardiinfarkt,7
hemorraagia,7
tüüpi,7
Varices,7
cruris,7
müokardiit,7
dateerimata,7
ACM,6
chr,6
Äge,6
Vasakus,6
parempoolne,6
hemipleegia,6
Vasakul,6
südamehaigus,6
Occlusio,6
emboolia,6
tromboos,6
raskusega,6
Korduv,6
aste,6
Aneurysma,6
dextri,6
ES,6
Varem,6
läbipõetud,6
Üksikud,6
tahhükardia,6
Muud,6
ekstrasüstolid,6
kuni,6
taastus,5
FA,5
Infarctus,5
pristinus,5
järgne,5
iliaca,5
taastunud,5
täpsustatud,5
KATE,5
prolaps,5
entsefalopaatia,5
süvaveenide,5
VES-d,5
korduvad,5
m,5
ateroskleroos,5
membri,5
keskmine,5
Alajäsemete,4
G46,4
Cardiomyopathia,4
A,4
Thrombosis,4
myocardii,4
bigeminia,4
motoorne,4
sanata,4
elektrilise,4
Siinusrütm,4
a,4
ei,4
käe,4
parem,4
femoralis,4
Keskmise,4
oklusioon,4
ühe,4
Ventrikulaarne,4
Aordi,4
e,4
sinistri,4
vasakus,4
aCI,4
sääre,4
klapi,4
flebiit,4
Sekundaarne,4
sündroom,4
paranenud,4
fixata,4
haavand,4
supraventrikulaarsed,4
säärest,4
Vasak,4
südamerütmitused,4
sekundaarne,4
lümfiturse,4
mainimata,4
Kerge,4
RBBB,4
pingutus,4
reiest,4
Välised,4
LOWN,4
Vasemal,3
cordis,3
persist,3
Mõlema,3
alajäsemed,3
Ajutüve,3
tahhüfrekventne,3
laperdusarütmia,3
',3
in,3
reg,3
Inf,3
Osaline,3
de,3
koronaartõbi,3
interna,3
Mõlemal,3
"<ANONYM id=""1"" type=""per"" morph=""_Y_ ?""/>",3
piirkonnas,3
Ravitud,3
ajutüve,3
Totaalne,3
Paremal,3
hüpertensioon,3
Isheemiline,3
bigeminus,3
0,3
aneurüsm,3
ülejuhtega,3
taastatud,3
Supraventrikulaarne,3
Parem,3
episood,3
Intratserebraalne,3
vatsakeste,3
kahjustus,3
ehhokardiograafia,3
poolkeras,3
pleegia,3
reie,3
SR,3
---,3
fix,3
supraventrikulaarne,3
PQ,3
hetkel,3
süvaveenitromboos,3
Sves,3
Vaskulaarne,3
Supraventrikulaarsed,3
SVES-d,3
Ekstrasüstoolia,3
Aeg,3
Kapillaarset,3
jalad,3
Ves,3
isheemiline,3
Läbipõetud,3
säär,3
praegu,3
Kopsuarteri,3
ägedat,3
kopssüdant,3
femoris,3
bilateralis,3
D,3
claudicatio,3
intermittens,3
jääknähud,3
SVT,3
op,3
Kr,3
Syndroma,3
Ulcus,3
utr,3
10,3
tagasi,3
sage,3
Episoodid,3
sisemised,3
hemorroidid,3
Inferioorne,3
säärel,3
Täpsustamata,3
Postoperatiivne,3
operata,3
Sage,3
aordi,3
ventr,3
Extrasystolia,2
Fa,2
Bradükardia,2
M,2
vertebrobasilaarne,2
väikeaju,2
ataksia,2
ebaselge,2
dilatativa,2
bulbaarparalüüs,2
Bil,2
sinus,2
venosi,2
fr,2
piirkond,2
dilatans,2
vasemal,2
Mõlemas,2
Insuff,2
Tahhüfrekventne,2
bilat,2
Mõlemad,2
Elektrilise,2
Muude,2
superficialis,2
Kooma,2
Spastiline,2
2.,2
aordiklapi,2
Peaajuinfarkt,2
tõttu,2
[,2
osa,2
],2
lõhustav,2
explantatis,2
osaline,2
gangreen,2
tekkeaeg,2
Dex,2
Thrombembolia,2
läbimurdega,2
süsteemi,2
F-P,2
S,2
siinusbradükardia,2
ACD,2
varustusala,2
dextra,2
Vasakpoolse,2
kehapoole,2
Embolia,2
kriis,2
parees,2
communis,2
kopsuturse,2
labajala,2
jalal,2
VE,2
lühikese,2
regurgitatsiooniga,2
65,2
angioma,2
Hetkel,2
tromboflebiit,2
vas,2
Ventrikulaarsed,2
V.,2
kriitiline,2
isheemia,2
peaaju,2
mikroangiopaatia,2
SVE,2
tasakaalu,2
ves,2
risk,2
"<ANONYM id=""0"" type=""per"" morph=""_H_ sg n""/>",2
reiel,2
harva,2
Troofiline,2
Haemorrhoides,2
es,2
x2,2
põetud,2
vasema,2
amputatsioon,2
Op,2
"<ANONYM id=""0"" type=""per"" morph=""_Y_ ?""/>",2
M. Hypertensivus,2
vaskulaarne,2
mõlemal,2
bioprotees,2
sves,2
üksikud,2
ravitud,2
"<ANONYM id=""1"" type=""per"" morph=""_H_ sg n""/>",2
peaajuinfarkti,2
Harvad,2
Raske,2
Esmane,2
koormusel,2
veritsus,2
pärilik,2
trombofiilia,2
FV,2
mutatsioon,2
Holter,2
monitooringul,2
ventricularis,2
min,2
IIIst,2
Cor,2
pulm,2
trof,2
Pulmokardiaalne,2
intratserebraalne,2
bradükardia,2
8,2
VENTRIKULAARNE,2
EKSTRASÜSTOOLIA,2
Mõõdukas,2
Algus,2
atherosclerotica,2
Seq,2
u,2
anterioorne,2
Encephalopathia,2
vascularis,2
mitraalklapi,2
arterite,2
mõlemad,2
kardiomüopaatia,2
astmes,2
5,2
6,2
andmetel,2
saneeritud,2
Thrombophlebitis,2
bil,2
levis,2
Bradycardia,2
Kaelaarterite,2
Anamneesi,2
lokaliseerimata,2
Esmaselt,2
järgselt,2
Vas,2
ACI,2
st.,2
kroonilise,2
häire,2
PAH,2
mmHg,2
V,2
südamepoole,2
kõnehäire,2
Üleneva,2
koja,2
carotis,2
alasagaras,2
segmentaarse,2
Siinustahhükardia,2
täpne,2
EKG,2
ajast,2
I49,2
arütmiad,2
9,2
I50,2
CT,2
välimised,2
regurgitatsioon,2
muutused,2
Bilateraalne,2
tekkepõhjusega,2
Valdavalt,2
episoodid,2
sääreosa,2
flebotromboos,2
vaariksid,1
ha,1
Terminaalse,1
korduv,1
Cum,1
insuff,1
gangreeniga,1
hypertensivus,1
card,1
aneurüsmi,1
ruptuur,1
Paroküsmalis,1
Aphasia,1
motorica,1
partialis,1
persisteertiv,1
Bulbaarparalüüs,1
genees,1
Afaasia,1
anterior,1
totaalse,1
parempoolse,1
hemipleegiaga,1
Ajutüveinfarkt,1
kehatüve,1
--,1
11.06,1
sisemine,1
unearter,1
Vasema,1
9.12.10,1
tagasein,1
26.11,1
edukas,1
elektriline,1
kardioversioon,1
bradükardiline,1
35,1
40,1
x,1
bradyfrekventne,1
temporaal,1
iscaemica,1
astsiit,1
Bradüarütmia,1
ajuvatsakestes,1
etioloogia,1
ajurteri,1
hüdrotsefaalia,1
kardioembooliline,1
kolme,1
Vasakpoolne,1
hemihüpesteesia,1
c,1
kardiovaskulaarhaigus,1
Anterioorne,1
hilinenud,1
hospitaliseerimine,1
novo,1
müokardiinfarkti,1
kahe,1
C2a,1
jalasäärel,1
sääred,1
eemise,1
Psühhosündroom,1
sünkoop,1
El,1
Taastus,1
kateeterablatsioonil,1
veenide,1
jugularis,1
Ulatuslik,1
hemoraagia,1
kooma,1
Paremas,1
ajupoolkeras,1
distaalse,1
pareesiga,1
"<ANONYM id=""1"" type=""per"" morph=""_Y_ sg ad""/>",1
müokardiidijärgne,1
pulmonaalne,1
subendokardiaalne,1
septaaklne,1
ravimitest,1
tingitud,1
inferkt,1
tetrapaerrs,1
kahepoolne,1
Basilaararteri,1
tipu,1
müokardi,1
eesseina,1
anterosept,1
transmur,1
mai,1
alguspäevad,1
Ühe,1
Intermiteeruv,1
kardio,1
müo,1
paatia,1
alaäge,1
nakkuslik,1
endokardiit,1
peaajuarterite,1
tromboosi,1
g46,1
mistahes,1
aordidissektsioon,1
Bakey,1
3-soone,1
mitte,1
peatüvi,1
virvendus-,1
MIC,1
süvaveenid,1
femoro-poplitealis,1
südamehaigus8,1
frontaalsagaras,1
Täpne,1
difuusne,1
koronaaride,1
shundi,1
femoraalarter,1
Kõnehäire,1
hempiparees,1
VZV,1
vaskulopaatia,1
teadvushäire,1
"<ANONYM id=""0"" type=""per"" morph=""_H_ sg ab""/>",1
mõlemapoolne,1
fluidothoraks,1
aJUSISENE,1
VEREVALUM,1
VASAKUS,1
HEMISFÄÄRIS,1
haigus,1
Teadvusshäire,1
Vegetatsioon,1
trikuspidaalklapil,1
SFA,1
PMT,1
Dementsussündroom,1
Taastatud,1
hüpertensiivne,1
lahenenud,1
Cruris,1
Varustusalal,1
persitentne,1
aFs,1
brachialis,1
mitteaneurüsmaatiline,1
tsentraalset,1
näonärvi,1
PKI,1
C242->,1
222,1
SPL,1
Status,1
post,1
endarterectomiam,1
kubemes,1
spontaanselt,1
antiarütmikumid,1
hüperkaleemia,1
hüpotüreoos,1
membrorum,1
infriorum,1
cum,1
ulcere,1
bigeminustüüpi,1
Vertiigo,1
Kaela,1
"<ANONYM id=""0"" type=""per"" morph=""_H_ sg n;_H_ sg n""/>",1
SV,1
suspectum,1
laperdus,1
108,1
sindroom,1
Mitraal,1
osalised,1
hõlmade,1
prolapsid,1
CCSIII,1
Sensomotoorse,1
afaasiaga,1
AAIR-tüüpi,1
EKS,1
baasageduseks,1
stellatum,1
"0,23",1
marevaniseeritud,1
cordaron,1
ravil,1
paikmete,1
küünarvars,1
vasakpoolse,1
püramidaalpuudulikkuse-,1
tasakaalutusega,1
Arteriaalse,1
geneesiga,1
säärehaavandid,1
tromb,1
??,1
Postinfektsioosne,1
Risk,1
#,1
X3,1
Parempoolse,1
hemianopsiaga,1
Sääre,1
veresoonte,1
allrgiline,1
vaskuliit,1
türeotoksikoos,1
pulmonaarhüpertensioon,1
Raynaud,1
`,1
Ägenemine,1
Antikoagulantravi,1
fooni,1
väljendunud,1
alumise,1
spastilise,1
parapareesi,1
põiehäiretega,1
Õõnesveeni,1
jugulaarveen,1
C2s,1
holteris,1
ESMANE,1
Ped,1
"<ANONYM id=""0"" type=""per"" morph=""_A_ sg n""/>",1
kiiritusjärgne,1
Tu,1
08.14,1
kapillaarset,1
E85,1
Ć,1
väga,1
kanna,1
alaosas,1
Jälgimisel,1
t,1
kondüloom,1
Intermitteeruv,1
int,1
DDDR,1
KARDIOSTIMULAATOR,1
Vent,1
võimaliku,1
isheemilise,1
alkohoolse,1
geneesi,1
kombiantsioon,1
Mikroalbum,1
Teleangiectasiae,1
Tekkeaeg,1
müokardiidid,1
Harva,1
l,1
Ninal,1
Rohke,1
hemorragia,1
?????????,1
Võimalik,1
varasem,1
cardial,1
"<ANONYM id=""0"" type=""per"" morph=""_A_ sg g""/>",1
lisarisk,1
Ekstrasüstolid,1
tromemboolia,1
Sündroom,1
fem,1
superfic,1
veenikl,1
persiteeriv,1
Fixata,1
X4,1
dilatatiivne,1
müokardioskleroos,1
süstoolne,1
Parkinsonistliku,1
sündroomiga,1
VES-id,1
3soone,1
ventrik,1
ekstras,1
saged,1
C1a,1
Riskigr,1
Jala,1
cardia,1
Novo,1
reumokardiit,1
läbi,1
müokardiinfarktz,1
VES-üksikud,1
reis,1
Polümorfne,1
????,1
Sfinkter,1
ani,1
lõtvus,1
Antikoagulantravil,1
VRS-d,1
Vitio,1
aterosc,1
<br />,1
CHADS,1
<,1
CCS,1
bigeeminus,1
inferioorne,1
pindmine,1
polümorfne,1
vähene,1
neerupuudulikkus,1
dx,1
Perinataalse,1
perinataalse,1
Parempoolne,1
hamiparees,1
Monomorfne,1
C6,1
X 3,1
IIst,1
CTEPH,1
organkahjustuse,1
astae,1
ülikõrge,1
KV,1
Dx,1
Hüpofüüsi,1
verdumise,1
seisund,1
Levis,1
hemodünaamiliselt,1
eba,1
oluline,1
lühike,1
X5,1
PÕ,1
Sanata,1
Sagedased,1
supraventr,1
suparventrikulaarsed,1
Bifastsikulaarblokaad,1
LAHB,1
Teleangiektaasiad,1
Verejooksuga,1
?????,1
staasdermatiidiga,1
valudeta,1
algava,1
dementsusega,1
AVNRT,1
Monomorfsed,1
Põhjuseks,1
"<ANONYM id=""2"" type=""per"" morph=""_H_ sg g""/>",1
põhjuseks,1
"<ANONYM id=""3"" type=""per"" morph=""_H_ sg g""/>",1
CH2DS2-VASc,1
"-2,",1
HAS-,1
BLED,1
ajuinfarkt,1
ke,1
Väga,1
üksikuid,1
kodadest,1
pärit,1
ekstrasüstoleid,1
Sinoaurikulaarne,1
Hypotensio,1
Puudulikkus,1
Pingutus,1
südamepuudulikkus,1
möödukas,1
polütoopsed,1
Tachycardia,1
NLV,1
lamenemine,1
Kopsuturse,1
--kopsupais,1
Fikserunud,1
pingutustüüpi,1
Pickwick,1
Lymphadenitis,1
necrosis,1
glandulae,1
parotidis,1
Decomp,1
varieeruva,1
astmega-A-V,1
dissotsiatsioon,1
Permanantne,1
kopsutekkene,1
pulmonaalhüprtensioon,1
Hüpertooniline,1
korduvate,1
verejooksude,1
ligeeritud,1
Süvenemine,1
EHHOKG,1
akinees,1
inferoseptaal-,1
inferioorseina,1
basaalses,1
segmendis,1
Düsartria,1
pindmise,1
reiearteri,1
trombemboolia,1
Min,1
põsk,1
puudulikus,1
Säilunud,1
süstoolse,1
funktsiooniga,1
Süva,1
ROSC,1
45,1
kardiovaskulaarne,1
Südamepuudulikkuse,1
süvenemine,1
seoses,1
aneemiaga,1
ex,1
supraventricularis,1
Ex,1
Cardiomegalia,1
VESd,1
haavanditega,1
lipodermatoskleroos,1
Episoodiline,1
taga,1
vahesein,1
js,1
"<ANONYM id=""1"" type=""per"" morph=""_A_ sg in""/>",1
ASTMES,1
algus,1
Cardiosclerosis,1
persistem,1
Haavanditega,1
Fix,1
bradycardia,1
Ataksia,1
diplopiaga,1
hüpertroofia,1
proteesid,1
vasospasmi,1
alal,1
Cardisclerosis,1
totaalne,1
südamerütmitused-,1
Minima,1
angio,1
diagnoosi,1
kinnitanud,1
myoc,1
vereeritusega,1
ka,1
eksatrasüstoolia,1
Kerges,1
kinnitunud,1
ekstrasystolia,1
utriusqe,1
oedema,1
pulmonum,1
ajutüvi,1
hemisfäärides---mölemapoolselt,1
X,1
alkohoolne,1
õndlaarter,1
trophicans,1
03.11,1
aterosklerootiline,1
"<ANONYM id=""2"" type=""per"" morph=""_H_ sg n""/>",1
monitooringu,1
Neerude,1
põhjustatud,1
LAFB,1
homonüümne,1
hemianopsia,1
tromboosid,1
Alajäsemetel,1
Ventrikuraarsed,1
normofrekventne,1
süvaveen,1
genu,1
Effusio,1
perecardii,1
gr,1
postthrombotica,1
rekurrentne,1
saphena,1
magna,1
Siinusbradükardia,1
Vererõhk,1
on,1
kõikuv,1
pesrsisteeriv,1
Periprotseduraalne,1
kardiomarkerite,1
dgn-tud,1
jälgimisel,1
põletikuvabad,1
siinustahhükardia,1
toimumise,1
Oblitereeriv,1
tromboangiit,1
buerger,1
püsib,1
Kardioversiooni,1
"<ANONYM id=""0"" type=""per"" morph=""_Y_ sg abl""/>",1
C6s,1
~,1
30%,1
LVAD-st,1
indutseeritud,1
Takotsubo,1
Hingamispuudulikkusega,1
bigeminus-tüüpi,1
Lakunaarse,1
infarkti,1
kolle,1
basaalganglionide,1
Jääb,1
sageduskontrollile,1
vv,1
tib,1
Siinusrütmis,1
Vajab,1
jälgimist,1
teadamata,1
Incompl,1
Ebaefektiivne,1
süstol,1
elustamise,1
minutit,1
"<ANONYM id=""0"" type=""per"" morph=""_S_ sg g""/>",1
M-,1
Südame,1
isheemiatõve,1
muud,1
vormid,1
232,1
6R,1
muude,1
süvasoonte,1
süvaveenitromboosid,1
diastoolse,1
funktsiooni,1
haiglast,1
lahkumisel,1
103,1
Operata,1
Püsiv,1
kardioversiooni,1
bulbuse,1
üleneva,1
Ath,1
obl,1
ponsis,1
EKG-Holteris,1
sh,1
kuplettide,1
triplettidena,1
seesmise,1
unearteri,1
asümptomaatiline,1
dissektsioon,1
trigeminia,1
sensoorne,1
keele,1
kalle,1
vasemale,1
Bilateralis,1
Korduvalt,1
IVB,1
Motoorne,1
Hooti,1
tekkiv,1
kõrge,1
RR,1
Ananmneesis,1
gantreen,1
44mm,1
kõrvas,1
UH,1
mõlema,1
VFS-s,1
õndlaveenis,1
rekanaliseerunud,1
trombimassid,1
alajäseme,1
amputatsiooniga,1
gangreenist,1
st,1
R3,1
26.08,1
keskaju,1
kopsuringe,1
rõhk,1
Ülekaalukalt,1
Insult,1
aastat,1
vertebraalarteri,1
proksimaalses,1
osas,1
"6,6",1
cm,1
Alajäseme,1
Tsüklosporiinravi,1
Unearterid,1
Posttrombootiline,1
südamerütmur,1
paigaldatud,1
Membr,1
infer,1
algav,1
kopsus,1
S10-s,1
arteri,1
harnemiskohal,1
subsegmentaarses,1
harus,1
kopsu,1
lähianamneesis,1
küünarvarre,1
piirkonna,1
"94,96",1
97a,1
In,1
susp,1
kontraktiilsuse,1
häired,1
varustusaladel,1
ajad,1
septum,1
tipp,1
pulmonale,1
supraventrikularne,1
UAC,1
neg,1
Peaajuinfarkti,1
lakunaarsed,1
infarktid,1
/1-le,1
halvatuse,1
emtsefalopaati,1
septalne,1
Teadmata,1
Koormusel,1
I11,1
Südamekahjustusega,1
hüpertooniatõbi,1
monofokaalsed,1
Proteesendokradiit,1
Holter-monitooringul,1
virvenduse,1
eelnevates,1
diagnoosides,1
Pindmiste,1
reiearterite,1
Algstaaadiumis,1
angiograafia,1
media,1
Aordianeurüsm,1
Kõhuaordianeurüsm,1
rebendit,1
kerge-mõõdukas,1
kosmeetiline,1
23,1
s,1
M81,1
poplitead,1
43,1
45%,1
sulgunud,1
ekstraduraalne,1
mittetraum,1
Holter-monitooringu,1
angioomid,1
Korduvad,1
Angioma,1
Välimised,1
Sagedad,1
ning,1
ehhoKG,1
I09,1
Südamehaiguse,1
komplikatsioonid,1
tüsistused,1
ebapiisavalt,1
kirjeldatud,1
haigusjuhud,1
bikuspiidne,1
aordiklpp,1
Südametransplantatsiooni,1
Pingutustüüpi,1
haigustunnusteta,1
Sinistra,1
4A,1
R,1
T,1
*,1
membr,1
Sisemised,1
NYHA,1
Kahjustuse,1
tase,1
säärearterite,1
Tasakaaluhäirega,1
hoogudena,1
kiiritusejärgne,1
Mõõdukad,1
aterosklerootilised,1
carotistes,1
Bulbaarpuudulikkus,1
E78,1
Thoracic,1
outlet,1
syndrome,1
Degeneratiivne,1
Bypass,1
axillaris,1
Iastme,1
a-v,1
blokaad,1
tippiv,1
kõnnak,1
Inremitens,1
Atherosclerosis,1
VP,1
elus,1
klaudikatsioon,1
3.,1
Paranenud,1
allsein-,1
ekstrasüst,1
Väheväljendunud,1
Supravent,1
polümorfsed,1
võimalik,1
vaheseinas,1
regio,1
ve,1
Infarktpneumonia,1
kesksagaras,1
vähe,1
SVESe,1
VESe,1
Kliiniliselt,1
mitteoluline,1
incipiens,1
hood,1
sinistra,1
Parosüsmaalne,1
chronica,1
troofiline,1
reumaatilised,1
südamehaigused,1
reumakardioskleroos,1
Rütmihäire,1
öösiti,1
Nyha,1
anamneesi,1
põhjal,1
Ekstasüstolid,1
kojad,1
vats,1
art,1
bilateraalne,1
dilatats,1
EF-65-70%,1
varasemad,1
viiruslik,1
kl,1
Mitraaklapi,1
Reumaatiline,1
korea,1
Tahhükardia,1
Alla,1
50%,1
Polypus,1
recti,1
Diverticulosis,1
sigma,1
bradüarütmia,1
alajäsemete,1
oblitereeruv,1
M19,1
Obl,1
troofilised,1
haavandid,1
halvenemine,1
endartrektoomia,1
1.,1
ektoopiline,1
Ekstrasüstoolsed,1
rütmitused,1
angiograafial,1
kerged,1
mõõdukad,1
Pigmenteeritud,1
purpuraalne,1
dermatoos,1
PARXISMALIS,1
KERGE,1
Kopsuveresoonte,1
Alaägeda,1
kuluga,1
retsidiividega,1
kulgev,1
jalgadel,1
Kombineeritud,1
venoosse,1
puudulikkusega,1
lümfosta,1
Jalgadel,1
Kirssangioom,1
harv,1
monotoopne,1
100m,1
Alajäsemed,1
WPW,1
lümfostaas,1
I48,1
Bradükardiline,1
Väheselt,1
monomorfsed,1
VESid,1
suuremal,1
ventirkulaarne,1
Intermitens,1
resisteeriv,1
Lühikesed,1
Holteruuringul,1
trombimassidega,1
R 3,1
ahenemine,1
perif,1
aeglane,1
verev-,1
23.04.2,1
KLAPI,1
PROTEES,1
posttrombotica,1
minimaalne,1
