,0,1
3212,krronilinse,1
3213,retinatsioonist,1
3214,neeruinsufitsients,1
3215,ostomüeliit,1
3216,Ascites,1
3217,kahltus,1
3218,maliigsele,1
3219,efusioonile,1
3220,Kolijusisene,1
3221,meelemarkusetusega,1
3222,talkpleurodees,1
3223,Pickwick,1
3224,pulmonalis,1
3225,paroksusm,1
3226,septica,1
3227,Peritoneaaldialüüsi,1
3228,Epidermidis,1
3229,hüperkaltseemia,1
3230,Hiatus,1
3231,eksudaat,1
3232,adenokartsinoomi,1
3233,Relaparotomia,1
3234,Hematoperitoneum,1
3235,Hysterectomia,1
3236,supracervicalis,1
3237,salpingectomia,1
3238,Kardiopulmonaalne,1
3239,Revisio,1
3240,instrumentalis,1
3241,külotooraks,1
3242,iatrogeenne,1
3243,vigatus,1
3244,dilateerimise,1
3245,Raoultella,1
3246,ornithinolytica,1
3247,Atonia,1
3248,Verkaotus,1
3249,polüorganpuudulikkus,1
3250,parapleegia,1
3251,pulmonaalhüprtensioon,1
3252,bronhiektaasiatõve,1
3253,cotyloides,1
3254,transplantaat,1
3255,Episiotoomia,1
3256,Fekaal,1
3257,Jamesoole,1
3258,Südamepuudulikusest,1
3259,fluidotooraks,1
3260,Urosepsisest,1
3261,Ekstrahepaatiline,1
3262,koletaas,1
3263,Passaži,1
3264,Prolapsus,1
3265,funiculi,1
3266,umbilicalis,1
3267,duocdeenumisse,1
3268,Dgn-tud,1
3269,NT-proBNP,1
3270,Entero-enteroanastomoosi,1
3271,müoglobiin,1
3272,subiileus,1
3273,Infarktpneumonia,1
3274,Verdumiskolded,1
3275,subkortikaalsel,1
3276,tsefuroksiimile,1
3277,endotokseemilise,1
3278,hulgiorganpuudulikkus,1
3279,eGFR35,1
3280,a.-l,1
3281,adrenokortikotroopne,1
3282,Sensoor-amnestiline,1
3283,shokk,1
3284,NYHa,1
3285,talo-cruralis,1
3286,Perineumi,1
3287,Hulgiorganpuudulikkus-,1
3288,majores,1
3289,respiratoa,1
3290,S-skoliosis,1
3291,latum,1
3292,lipodermatoskleroos,1
3293,Anteroseptaalne,1
3294,Subhüal,1
3295,bled,1
3296,Permanens,1
3297,Persist,1
3298,asta,1
3299,adenokartsinoomirakud,1
3300,tservitsiit,1
3301,korioretinaalne,1
3302,põiendiline,1
3303,keratopaatia,1
3304,prk-a,1
3305,preretinaalne,1
3306,Trandate,1
3307,diaphragmatica,1
3308,Ajuinfarktijärne,1
3309,iit--,1
3310,--sin,1
3311,Spondylopathia,1
3312,paroksüsmaalis,1
3313,stenoses,1
3314,tibiarum,1
3315,externa,1
3316,helicobacter,1
3317,risk3,1
3318,Alloprotees,1
3319,maksasteatoos,1
3320,koronaari,1
3321,tamponaadiga,1
3322,Haemarthrosis,1
3323,Bouchard'i,1
3324,permanans,1
3325,Artrodesis,1
3326,talocalcanei,1
3327,reflux,1
3328,Ataksia,1
3329,diplopiaga,1
3330,vaskulaarsed,1
3331,Paraplegia,1
3332,Bloccus,1
3333,marevaanravil,1
3334,vasospasmi,1
3335,Cardisclerosis,1
3336,Prothesis,1
3337,Epitsüstostoomiga,1
3338,ruptura,1
3339,Ménière`i,1
3340,Constipatio,1
3341,Thyreotoxicosis,1
3342,sesmise,1
3343,minima,1
3344,dehüdrogenaasi,1
3345,angio,1
3346,Posit,1
3347,serol,1
3348,kardias,1
3349,Vaskus,1
3350,parietaalsagaras,1
3351,dipleegia,1
3352,osteogenesis,1
3353,imperfecta,1
3354,descentis,1
3355,maliigsed,1
3356,keskmediastiinumis,1
3357,eksatrasüstoolia,1
3358,astsiit,1
3359,hüpersplenism,1
3360,soxae,1
3361,humeroscapul,1
3362,kilpnaarne,1
3363,Kalkuloosne,1
3364,aordikalpi,1
3365,aerug,1
3366,trophicans,1
3367,carot,1
3368,ageneesia-,1
3369,saneerunud,1
3370,retrosternalis,1
3371,viarum,1
3372,urinariarum,1
3373,specificato,1
3374,gripipleurviirus,1
3375,faec,1
3376,Diazepaam,1
3377,Paresis,1
3378,dermoidea,1
3379,salpingo-oophorect,1
3380,torsioon,1
3381,Torsio,1
3382,Duodenumi,1
3383,spisoonekertsi,1
3384,genous,1
3385,cT4aNxM1,1
3386,paraort,1
3387,Pneumoniae,1
3388,mucinosum,1
3389,biventricularis,1
3390,iii--,1
3391,Perikardiefusioon,1
3392,väljavalandus,1
3393,Effusio,1
3394,perecardii,1
3395,postthrombotica,1
3396,acidi,1
3397,folici,1
3398,Uroinfectio,1
3399,hematokolpos,1
3400,dukas,1
3401,Interkostaalneuralgia,1
3402,fibroleiomüoom,1
3403,)-tahy-,1
3404,Kristelleri,1
3405,Hashimoto,1
3406,Trahheostoom,1
3407,mitraalkomissurotoomia,1
3408,Kemoradiatsiooni,1
3409,Anamnesis,1
3410,obstetrica,1
3411,tracti,1
3412,koorionamnioniit,1
3413,saphena,1
3414,glükokortikoidhormooni,1
3415,Preeklmapsia,1
3416,E. Coli,1
3417,Olüneuropaatia,1
3418,pesrsisteeriv,1
3419,grafti,1
3420,Periprotseduraalne,1
3421,kardiomarkerite,1
3422,Caps,1
3423,restenoos-,1
3424,kommissuurotoomia,1
3425,intrasellaarselt,1
3426,Adenokortikotroopne,1
3427,türeotroopne,1
3428,Tiotil,1
3429,angusta,1
3430,kõgusel,1
3431,Sapipõe,1
3432,disfunktsioon,1
3433,dgn-tud,1
3434,koorioamnioniit,1
3435,restenoosile,1
3436,VAsempoolne,1
3437,Barret'i,1
3438,Macleodi,1
3439,hemokonsentratsioon,1
3440,endoemtrioom,1
3441,endoprot,1
3442,degenerativa,1
3443,ovaariumi,1
3444,vaskularisatsiooni,1
3445,visualiseeru,1
3446,sarnanb,1
3447,dermoidtsüstile,1
3448,trombotütopeenia,1
3449,proteseeritu,1
3450,Oblitereeriv,1
3451,tromboangiit,1
3452,buerger,1
3453,T. Desaminooxytocini,1
3454,Kardioversiooni,1
3455,trombektoomia,1
3456,koronaarid,1
3457,Crusei,1
3458,sünehhiad,1
3459,radiosünovektoomia,1
3460,bariaatrilise,1
3461,Takotsubo,1
3462,tentooriumi,1
3463,mesoteliaalne,1
3464,beniigne,1
3465,Brenneri,1
3466,Minimental,1
3467,Bradü-tahhüfr,1
3468,vagina,1
3469,Statud,1
3470,effectus,1
3471,toxicus,1
3472,alcoholicus,1
3473,Vaginoperineaalne,1
3474,Krüptogeenne,1
3475,Osteopoorislähedane,1
3476,BMS-stent,1
3477,Corynebacterium,1
3478,jeikeium,1
3479,Lakunaarse,1
3480,Postpolio,1
3481,Metformiinravi,1
3482,retrocervicalis,1
3483,teadamata,1
3484,reziimis,1
3485,Incompl,1
3486,Serophenega,1
3487,Holteri,1
3488,tahhüarütmia,1
3489,mitraaklapi,1
3490,anat,1
3491,Kadioverter,1
3492,defibrillaator,1
3493,revisioonendoproteesimine,1
3494,endarterektoomi,1
3495,Nephritis,1
3496,Misoprostoli,1
3497,dialatatio,1
3498,cervicic,1
3499,amniotomiam,1
3500,Fibroma,1
3501,Pollicis,1
3502,Mikrotsütaarne,1
3503,hüpokroomne,1
3504,Focii,1
3505,endometriosis,1
3506,ovari,1
3507,dekomprimeerivat,1
3508,dekomprimeeritud,1
3509,ileostoom,1
3510,popliteaalarteri,1
3511,prelininaarperiood,1
3512,eksikoosi,1
3513,polütsüstneer,1
3514,tubarius,1
3515,Ventrikulaarsed,1
3516,Adenosis,1
3517,cylindrocellulare,1
3518,ductalis,1
3519,atypica,1
3520,mensici,1
3521,Diverticulum,1
3522,Ecoli,1
3523,overlap,1
3524,bradükinees,1
3525,Di->,1
3526,Chorioamnionitis,1
3527,Analgaesia,1
3528,Dystokia,1
3529,preliminaarperiood,1
3530,laminektoomia,1
3531,kreatiniin,1
3532,autoimmunis,1
3533,Adenoma,1
3534,Subendokardiaalne,1
3535,rektumi,1
3536,stapleri,1
3537,ponsis,1
3538,peroneaalarteri,1
3539,EKG-Holteris,1
3540,kuplettide,1
3541,konkremendile,1
3542,Diskopaatia,1
3543,asümptomaatiline,1
3544,dissektsioon,1
3545,scapulae,1
3546,Mastektoomia,1
3547,kartsionoom,1
3548,Thyrozole,1
3549,eutüreoosis,1
3550,trigeminia,1
3551,Cavum,1
3552,Douglasi,1
3553,mikrotsütaarne,1
3554,Ferritiini,1
3555,glenohumorales,1
3556,S. Oxytocini`ga,1
3557,normotsütaarne,1
3558,48min,1
3559,dex2004,1
3560,amniotomia,1
3561,Desaminooxytocini,1
3562,bromokrüptiiniga,1
3563,risk9,1
3564,Calendulae,1
3565,Sakrumi,1
3566,CHA2DS2-Vasc,1
3567,pelvi,1
3568,hemotooraks,1
3569,cervix,1
3570,Opereritud,1
3571,Adenokarcinoma,1
3572,endoskoopiliselt,1
3573,Defectus,1
3574,Pancreas,1
3575,divisum,1
3576,progrediens,1
3577,Peritubaarsed,1
3578,trapezei,1
3579,Epitsüstosoom,1
3580,auto-allovenotransplantationem,1
3581,femoro-tibialis,1
3582,adenomüoos,1
3583,Antrumi,1
3584,Bradükardiline,1
3585,Patch,1
3586,ferripriva,1
3587,gantreen,1
3588,histrioonilised,1
3589,Providencia,1
3590,stuartii,1
3591,hematomeetra,1
3592,defitisiit,1
3593,Laparoskoopiline,1
3594,I. Emaka,1
3595,Kandidiaasina,1
3596,tumor,1
3597,30tundi,1
3598,enukleatsiooni,1
3599,14min,1
3600,rekanaliseerunud,1
3601,amputatsiooniga,1
3602,Unguium,1
3603,decompressiva,1
3604,antenatalis,1
3605,eksikoos,1
3606,Kodadevirvendusarütmia,1
3607,hüpokortisoleemia,1
3608,reziim,1
3609,baasfr,1
3610,transplantaadi,1
3611,nefrektoomiajärgne,1
3612,Dekanüleeritud,1
3613,kateeterablatsioon,1
3614,peritubaarsed,1
3615,paroksümaalne,1
3616,Abrubtio,1
3617,Stress-inkontinents,1
3618,fekaalinkontinents,1
3619,Hereditary,1
3620,nonpolyposis,1
3621,colorectal,1
3622,cancer,1
3623,uroinfektsiooniga,1
3624,kaksis,1
3625,Genitaalendometrioosi,1
3626,sitnigraafia,1
3627,Greav,1
3628,koronaararterid,1
3629,transitsionaalne,1
3630,Hüpertensiivse,1
3631,ódex,1
3632,Nefrektoomiajärgne,1
3633,paregu,1
3634,bicornis,1
3635,rabdomüolüüsile,1
3636,Lantus,1
3637,radikulopaatiale,1
3638,I. Amniotomia,1
3639,Analgesia,1
3640,graviditate,1
3641,5tundi,1
3642,hüperplaasiast,1
3643,epitsüstostoom,1
3644,Alimentaarne,1
3645,kopsoper,1
3646,Follikuliit,1
3647,pelvikaalsed,1
3648,cha2ds2-vasc5,1
3649,ovaricas,1
3650,C.Douglases,1
3651,Cixatrix,1
3652,I. Analgesia,1
3653,Ablatsioonravi,1
3654,ehhoKG-l,1
3655,eosinofiilsed,1
3656,cm-ne,1
3657,Permanetne,1
3658,Uroifektsioon,1
3659,Sick,1
3660,maliigsuseta,1
3661,Esmasdiagnoos,1
3662,Lassitudo,1
3663,kats,1
3664,prediabeet,1
3665,rö-thorax,1
3666,T.Desaminooxytocini,1
3667,femoro-popliteaalne,1
3668,hüpokinees,1
3669,ehhokardiograafial,1
3670,essentialis,1
3671,ravimstent,1
3672,mL/min,1
3673,Praesentatio,1
3674,clunium,1
3675,Maksaa,1
3676,Ao-veen-RIM,1
3677,kotrikaalsed,1
3678,segmentaarse,1
3679,harnemiskohal,1
3680,subsegmentaarses,1
3681,Mekoniaalne,1
3682,Pityrosporon,1
3683,follikuliit,1
3684,6sunitiniib,1
3685,proteus,1
3686,proximalis,1
3687,Vasc,1
3688,Orchiectomia,1
3689,bicipitis,1
3690,longum,1
3691,feokromotsütoomile,1
3692,Splenomegaalia,1
3693,türeoidiidi,1
3694,Polyosteoarthrosis,1
3695,kondrokaltsinoos,1
3696,kaltsiumpürofosfaatartropaatia,1
3697,sekundaaren,1
3698,subserosum,1
3699,Eliquis,1
3700,Gastopathia,1
3701,dex-,1
3702,düslipideemia,1
3703,fibroosi,1
3704,"Sakrumi-,",1
3705,Residuaalne,1
3706,Põlvae-,1
3707,valusüdroomiga,1
3708,painutuskontraktuurid,1
3709,pulmonale,1
3710,Uroinfektsioon,1
3711,Perforatio,1
3712,ilei,1
3713,aortobifemoraalse,1
3714,Ekstrasüstoolia,1
3715,sooleop,1
3716,Maoop,1
3717,Toofus,1
3718,hulgifraktuuridega,1
3719,supraventrikularne,1
3720,PaO2,1
3721,Eatoni-lamberti,1
3722,väljapöörd,1
3723,Di6-1,1
3724,lakunaarsed,1
3725,fistel,1
3726,haemorrhoidectomiam,1
3727,emtsefalopaati,1
3728,septalne,1
3729,trikuspidaalklappide,1
3730,genubilat,1
3731,Epidermaalne,1
3732,epidermaalne,1
3733,altern,1
3734,pseudo,1
3735,Dermato,1
3736,oculi,1
3737,Proteesendokradiit,1
3738,Adenomüoos,1
3739,põlveliigesesd,1
3740,komppõid,1
3741,lumbaalosa,1
3742,Torakaalosa,1
3743,spondülootilised,1
3744,7mmol,1
3745,9mmol,1
3746,Haemangioma,1
3747,hepatis,1
3748,Cryo,1
3749,neurofibroma,1
3750,metatars,1
3751,temporomandib,1
3752,subaurikulaarselt,1
3753,Soonkestairre,1
3754,Cystitis,1
3755,focalis,1
3756,endoproteesimist,1
3757,glom,1
3758,filtrats,1
3759,Atrophia,1
3760,quadriceps,1
3761,Postmnopausaalne,1
3762,Angioid,1
3763,streaks,1
3764,laparoskoopiline,1
3765,sleeve,1
3766,Paraparesis,1
3767,flasca,1
3768,poliomyelitidem,1
3769,mitr,1
3770,klap,1
3771,reproteesimine,1
3772,pneumophila,1
3773,laminekt,1
3774,õlav,1
3775,šunteeritud,1
3776,lmi030,1
3777,Sinusitis,1
3778,artroskoopiline,1
3779,niheREmiss,1
3780,hepatorenaalne,1
3781,ielik,1
3782,sistusteta,1
3783,biceps,1
3784,brachi,1
3785,sponülolistees,1
3786,radikulopaatiga,1
3787,Synchisis,1
3788,scintill,1
3789,radikulopaatiaga-,1
3790,Koronaarspasmi,1
3791,Lumbago,1
3792,Persistens->,1
3793,Cardioversio,1
3794,Metab,1
3795,utri,1
3796,artroplastiad,1
3797,südamepuudulikkuseta23,1
3798,sves,1
3799,Seropositiivne,1
3800,seropositiivne,1
3801,reziimil,1
3802,fr65xmin,1
3803,lymphormata,1
3804,Sünehhia,1
3805,Medata,1
3806,südamepuudulikkusegam81,1
3807,poplitead,1
3808,sclerodermia,1
3809,linearis,1
3810,hemisündroom,1
3811,tupedüsplaasia,1
3812,põlveligese,1
3813,spondüloartroosiga,1
3814,Ateroom,1
3815,asümp,1
3816,hemiparesis,1
3817,ekstraduraalne,1
3818,mittetraum,1
3819,vulvovaginiit,1
3820,hüperkolesteroleemia,1
3821,hüperurikeemia,1
3822,Küfoskoliosis,1
3823,aalaseljas,1
3824,osteokondriit,1
3825,osteokondropaatiad,1
3826,Sternumi,1
3827,suurend,1
3828,Neuropaatiline,1
3829,Keratoconj,1
3830,palmaris,1
3831,ägen-ga,1
3832,liigesf-ni,1
3833,reband,1
3834,Düsplasia,1
3835,müoperikardiit,1
3836,Silgard,1
3837,konihhotoomia,1
3838,tÄpsustatud,1
3839,op.-ta,1
3840,hyperplasticus,1
3841,Rathiculopathia,1
3842,lodluu,1
3843,imbrikaatne,1
3844,Koorioni,1
3845,biopisa,1
3846,Klinefelteri,1
3847,paksenemused,1
3848,Notalgia,1
3849,paraesthetica,1
3850,asteatootiline,1
3851,terv,1
3852,Omartroos,1
3853,Sublux,1
3854,bursalis,1
3855,Leucoplavia,1
3856,incip,1
3857,Vegetodystonia-,1
3858,hüpotensio,1
3859,spastica,1
3860,Peroneaalnärvi,1
3861,neuropaatilist,1
3862,12-konserv,1
3863,Dext,1
3864,Baceri,1
3865,sarkoidoos,1
3866,kopsufibroos,1
3867,lvel,1
3868,Sialoadenopathia,1
3869,torakaalosa,1
3870,osteoporo,1
3871,fibrootiline,1
3872,lesioon,1
3873,membr,1
3874,zosteri,1
3875,AdenoCa,1
3876,Epigastriumi,1
3877,enterobiaasile,1
3878,Nabothi,1
3879,Eksematoid,1
3880,subluksats,1
3881,Pretserebraalarterite,1
3882,ahenemus,1
3883,Hüperlipideemia,1
3884,hüpertriglütserineemia,1
3885,carotistes,1
3886,D-hüpo-/,1
3887,talonavicul,1
3888,cuneoclavicularis,1
3889,Bikuspiidne,1
3890,normokroomne,1
3891,vaibefaas,1
3892,neutropeeniaga,1
3893,neutr,1
3894,perikardiõõnes,1
3895,EhhoKG,1
3896,Hyperopia,1
3897,hüpotens,1
3898,occipitale,1
3899,leukonühhia,1
3900,amaurosis,1
3901,angioomid,1
3902,eutüroos,1
3903,hüppeliges,1
3904,calc,1
3905,Septum,1
3906,calcaneuse,1
3907,plantaarne,1
3908,eksostoos,1
3909,varis,1
3910,Cordarone-keratopaatia,1
3911,väärkokkukasve,1
3912,Rhinitis,1
3913,vasomotorica,1
3914,lobii,1
3915,monots,1
3916,Helicobaktergastriit,1
3917,Krüoglobulineemia,1
3918,eemald,1
3919,Sves,1
3920,prep,1
3921,Püridoksiinivaegus,1
3922,axillaris,1
3923,Paroksüsmid,1
3924,koarktatsioonist,1
3925,tsöliaakia,1
3926,acromioclav,1
3927,müeloproliferatiivhaigus,1
3928,Müelofibroos,1
3929,müeloidmetaplaasiaga,1
3930,Kardiaalastma,1
3931,regurgitatsioon,1
3932,op-tud-,1
3933,Atherosclerosis,1
3934,Helikobakt,1
3935,Onühhomükoos,1
3936,Sinistra,1
3937,humeruse,1
3938,Metformiin-,1
3939,metformiin-,1
3940,Kõhueesseina,1
3941,torakaalne,1
3942,sinistroskolioos,1
3943,bioprteesid,1
3944,4nmol,1
3945,cholecystectomiam,1
3946,hemokromatoosi,1
3947,biventrikulaarne,1
3948,endometrioidsele,1
3949,Altern,1
3950,stabism,1
3951,Ninalimas,1
3952,Varikoosne,1
3953,trigonum,1
3954,maxillae,1
3955,abitae,1
3956,Kommissurotoomia,1
3957,subduraalne,1
3958,Aksillaarselt,1
3959,rect,1
3960,discogenes,1
3961,neuritis,1
3962,optici,1
3963,triquetrium,1
3964,lümfotsütoos,1
3965,Lordoos,1
3966,kahjustusparemal,1
3967,Kahtus,1
3968,keratootomia,1
3969,Supravent,1
3970,subluxatio,1
3971,Pectus,1
3972,excavatum,1
3973,Wenkebachi,1
3974,dorsolateraalsel,1
3975,rectopexsia,1
3976,ablatsioon,1
3977,incipiens,1
3978,südamepuudulikkusegaIIaste,1
3979,gastrectoomis,1
3980,kürvalkilpnäärmeadenoomi,1
3981,Kannakontusioon,1
3982,Raynaud'i,1
3983,cyphosis,1
3984,toracolumbalis,1
3985,cornea,1
3986,epizood,1
3987,triptaanid,1
3988,Radiojoodravi,1
3989,Fibroadenoom,1
3990,luksatsioonid,1
3991,KOdade,1
3992,nabothi,1
3993,drusenoide,1
3994,foveas,1
3995,Anteroseptalis,1
3996,reumakardioskleroos,1
3997,Epiglottise,1
3998,Duktaalne,1
3999,Dysphonia,1
4000,functionalis,1
4001,rotat,1
4002,Lumbalis,1
4003,upper,1
4004,cross,1
4005,subkliinilöine,1
4006,tsüstiidile,1
4007,Allergiidid,1
4008,ksantelasm,1
4009,P.Kivi,1
4010,insufitsents,1
4011,M. Darier,1
4012,plastiika,1
4013,Insuffitiencia,1
4014,sficteri,1
4015,Tonsillektoomiajärgne,1
4016,Hemiataksia,1
4017,piirk,1
4018,lumbago,1
4019,coxartrhosis,1
4020,Küõrge,1
4021,arahnoidaaltsüst,1
4022,Mycobacterium,1
4023,fortuitum,1
4024,radibrach,1
4025,proks,1
4026,Heterotoopne,1
4027,ossifikatsioon,1
4028,onkogeense,1
4029,türeotoksikoosile,1
4030,Tu- le,1
4031,hüperprolaktineemiale,1
4032,Ingvinaalselt,1
4033,Nephrolithiasis,1
4034,Abscessus,1
4035,subdiafragmalis,1
4036,dilatats,1
4037,supravag,1
4038,ovaariumidega,1
4039,koronarograafial,1
4040,synovialis,1
4041,cosoptile,1
4042,retino-,1
4043,Mitraaklapi,1
4044,viagstus,1
4045,Kollasklehafaasi,1
4046,Günekologiline,1
4047,Pantsütopeenia,1
4048,fibroadenoomi,1
4049,liigeskontraktuuridega,1
4050,poolk,1
4051,Vagifemi,1
4052,pulmonektoomi,1
4053,Pinguecula,1
4054,oblitereeruv,1
4055,autosensibilisatsioon,1
4056,iid-reaktsioonid,1
4057,mükobakternakkus,1
4058,õalliiges,1
4059,Anophthalm,1
4060,Leukoplaakia,1
4061,remis,1
4062,Kroonoiline,1
4063,tsüstiit->,1
4064,torakoplastia,1
4065,.-neuralgia,1
4066,hiatalis,1
4067,radiocarp,1
4068,altitudinaalne,1
4069,traum-,1
4070,thyroxin,1
4071,vaginalis,1
4072,by-pass,1
4073,Panfoto,1
4074,füsiol,1
4075,lordoos,1
4076,Horizont,1
4077,subartikularis,1
4078,mediolateralis,1
4079,angiograafial,1
4080,Skriining-chol,1
4081,5mmol,1
4082,Türeoidektoomiajärgne,1
4083,türeoidektoomiajärgne,1
4084,7nmol,1
4085,Spina,1
4086,bifida,1
4087,stab,1
4088,L5dex,1
4089,inversus,1
4090,Angioomid,1
4091,osteofüüdod,1
4092,absedeeruv,1
4093,lihasgr,1
4094,apremal,1
4095,pneumoniae-tekkene,1
4096,divertiikel,1
4097,omartroos,1
4098,Epicystostoma,1
4099,Synchysis,1
4100,scintillans,1
4101,2mmol,1
4102,purpuraalne,1
4103,postoperationem,1
4104,carpal,1
4105,gradus,1
4106,retroversio,1
4107,siisetõmme,1
4108,umar,1
4109,Düstoopiline,1
4110,Hisi,1
4111,Pseudotumoroosne,1
4112,pseudotumoroosne,1
4113,tüstid,1
4114,tibilis,1
4115,densitomeetrias,1
4116,hüperparatüreoidism,1
4117,proksimaalses,1
4118,endometriit,1
4119,emakasisekestapõletik,1
4120,S. Silgard,1
4121,Plaquenil-ravi,1
4122,kardiover,1
4123,Mninatiibade,1
4124,tophi,1
4125,urica,1
4126,Nefrokaltsinoos,1
4127,Dvitamiin,1
4128,erros-d,1
4129,meibomi,1
4130,MittedDiferentseerunud,1
4131,fn.-i,1
4132,kardiofreenilises,1
4133,radiculalgia,1
4134,lümfosta,1
4135,uretropexia,1
4136,Monarc,1
4137,tserebellaarne,1
4138,Thyroxin,1
4139,mediolat,1
4140,urepalmoos,1
4141,th-osas,1
4142,Th11-ilmselt,1
4143,chorioidea,1
4144,icip,1
4145,karbu,1
4146,ptka,1
4147,funktsi,1
4148,cordarone-keratopaatia,1
4149,Reanimatio,1
4150,Keratopathia,1
4151,düsfoonia,1
4152,hyposphagma,1
4153,atorvastat,1
4154,vestibuliit,1
4155,Ureaplasmoos,1
4156,Toreki,1
4157,scoplariopsis,1
4158,atrioventrikulaarblokaad,1
4159,mensest,1
4160,hüpokortitsism,1
4161,prepatelaarne,1
4162,septoplastika,1
4163,parietaalselt,1
4164,lumbaalne,1
4165,kehap,1
4166,prakt,1
4167,mensestega,1
4168,Reakt,1
4169,supraskapulaarnärv,1
4170,retinokor,1
4171,plex,1
4172,Duraalne,1
4173,angioom,1
4174,Hüpertüreoosi,1
4175,Perikardi,1
4176,mikro-eksotroopia,1
4177,quadricepsi,1
4178,tendinoosi,1
4179,mobilis,1
4180,Coxartrosis,1
4181,intestinaalmetaplaasia,1
4182,Presbüoopia,1
4183,operculum,1
4184,hüpotüreoosiga,1
4185,redressioon,1
4186,Omalizumab,1
4187,monomorfsed,1
4188,fibroepitelialis,1
4189,ureaploamoos,1
4190,hulgiliidespuudulikkusega,1
4191,Vaskul,1
4192,ventirkulaarne,1
4193,radiculopaatia,1
4194,Ablatio,1
4195,)-op,1
4196,kopsuTBC,1
4197,paremp,1
4198,Remisssioon,1
4199,infrapat,1
4200,Liskas,1
4201,revaskuleerimine,1
4202,Vortex,1
4203,keratopathia,1
4204,SSBak,1
4205,laparatoomia,1
4206,eksemiidid,1
4207,Fibroosikolded,1
4208,pitted,1
4209,keratolysis,1
4210,Willebrandi,1
4211,kardiopulmonaalne,1
4212,metaboolselt,1
4213,hyaloides,1
4214,preprolif,1
4215,lumbalisatsioon,1
4216,Schmorli,1
4217,Holteruuringul,1
4218,eise,1
4219,thyrozolravi,1
4220,gastrectomia,1
4221,Roux,1
4222,Intertrigo,1
4223,candidotica,1
4224,Tieze,1
4225,Plantaarne,1
4226,Anoptahalmus,1
4227,Muküplasma,1
4228,paikmega,1
4229,Tendinoos,1
4230,hüpertriglütserideemia,1
4231,alter,1
4232,Düslipideemia,1
4233,keratotomiam,1
4234,Transferriini,1
4235,Transferriin,1
4236,pvasem,1
4237,anamnestika,1
4238,posttrombotica,1
4239,ravimindutseeritud,1
4240,Kuulmiaparaat,1
4241,restenoos,1
4242,vistseraalpinna,1
4243,kongestiivne,1
4244,laparoskoopilise,1
4245,kaltsifitseerumisega,1
4246,kardioskleroos,1
4247,fragmentatsioon,1
4248,Aretriaalne,1
4249,marevan,1
4250,tonsillektoomia,1
4251,marevan`i,1
4252,stoomi,1
4253,peksemurd,1
4254,tegevu,1
4255,puhkamin,1
